[INFO](2026-06-03 00:17:21.746)	 LLA:LLA:start command(from ): Update[]
[WARN](2026-06-03 07:31:42.186)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:31:45.938)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:31:45.940)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:31:45.946)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:31:49.675)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:31:49.676)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:31:49.682)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:31:53.402)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:31:53.402)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:31:53.408)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:31:57.130)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:31:57.130)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:31:57.141)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:00.896)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:00.896)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:00.918)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:04.647)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:04.647)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:04.658)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 07:32:04.696)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 07:32:08.411)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:08.412)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:08.426)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:12.160)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:12.172)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:12.188)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:15.907)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:15.907)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:15.918)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:19.654)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:19.654)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:19.662)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:23.382)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:23.383)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:23.394)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:27.127)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:27.127)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:27.143)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:30.874)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:30.882)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:30.889)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:34.610)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:34.610)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:34.622)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:38.344)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:38.344)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:38.354)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:42.175)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:42.175)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:42.192)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:45.925)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:45.925)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:45.948)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:49.676)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:49.676)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:49.695)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:53.412)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:53.412)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:53.425)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:32:57.148)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:32:57.148)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:32:57.156)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:00.877)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:00.877)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:00.886)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:04.608)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:04.608)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:04.631)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:08.358)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:08.358)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:08.370)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:12.102)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:12.102)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:12.118)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:15.851)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:15.851)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:15.861)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:19.592)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:19.592)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:19.597)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 07:33:19.615)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 07:33:23.326)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:23.326)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:23.337)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:27.075)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:27.075)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:27.081)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:30.996)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:30.996)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:31.009)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:34.736)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:34.736)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:34.748)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:38.659)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:38.663)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:38.689)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:42.423)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:42.423)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:42.429)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:46.156)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:46.156)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:46.163)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:49.893)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:49.894)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:49.922)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:53.653)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:53.653)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:53.663)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:33:57.420)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:33:57.420)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:33:57.431)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:01.161)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:01.161)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:01.187)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:04.915)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:04.915)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:04.928)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:08.662)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:08.662)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:08.667)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:12.394)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:12.394)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:12.399)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:16.119)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:16.119)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:16.133)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:19.859)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:19.859)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:19.871)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:23.597)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:23.597)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:23.607)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:27.335)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:27.335)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:27.348)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:31.071)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:31.071)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:31.093)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:34.817)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:34.817)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:34.839)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 07:34:34.865)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 07:34:38.575)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:38.575)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:38.587)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:42.323)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:42.323)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:42.348)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:46.062)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:46.062)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:46.083)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:49.809)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:49.809)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:49.822)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:53.547)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:53.547)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:53.573)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:34:57.290)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:34:57.290)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:34:57.309)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:01.047)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:01.047)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:01.065)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:04.794)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:04.795)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:04.823)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:08.549)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:08.550)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:08.585)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:12.320)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:12.321)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:12.370)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:16.097)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:16.097)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:16.126)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:19.847)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:19.848)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:19.875)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:23.598)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:23.599)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:23.625)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:27.355)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:27.355)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:27.363)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:31.095)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:31.095)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:31.105)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:34.829)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:34.830)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:34.871)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:38.599)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:38.600)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:38.645)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:42.383)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:42.384)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:42.423)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:46.153)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:46.154)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:46.201)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:49.936)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:49.937)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:49.965)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 07:35:49.991)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 07:35:53.707)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:53.708)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:53.737)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:35:57.479)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:35:57.479)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:35:57.525)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:01.266)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:01.267)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:01.307)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:05.063)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:05.064)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:05.089)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:08.813)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:08.813)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:08.855)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:12.599)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:12.599)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:12.631)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:16.357)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:16.357)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:16.364)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:20.087)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:20.087)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:20.101)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:23.828)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:23.829)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:23.856)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:27.579)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:27.580)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:27.621)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:31.364)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:31.365)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:31.403)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:35.150)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:35.151)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:35.193)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:38.919)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:38.919)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:38.953)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:42.683)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:42.684)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:42.713)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:46.437)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:46.439)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:46.471)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:50.203)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:50.205)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:50.230)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:53.959)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:53.960)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:53.985)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:36:57.719)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:36:57.719)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:36:57.750)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:37:01.481)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:37:01.481)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:37:01.491)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:37:05.211)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:37:05.211)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:37:05.225)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 07:37:05.251)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 07:37:08.965)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:37:08.966)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:37:09.002)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:37:12.739)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 07:37:12.739)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 07:37:12.755)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 07:37:16.481)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
